1852361#Actinomyces bouchesdurhonensis#strain#Marseille-P2825
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000012
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000011
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000010
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000009
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000008
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000007
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000006
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000005
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000004
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000003
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000002
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000001
1658#Actinomyces bovis#strain|serovar|type_material#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000001
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000002
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000003
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000004
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000005
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000006
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000007
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000008
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000009
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000010
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000011
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000012
888050#Actinomyces cardiffensis F0333#strain|host|country|isolation_source#F0333|Homo sapiens|United Kingdom|oral
525245#Actinomyces coleocanis DSM 15436#strain|host|culture_collection|isolation_source#DSM 15436|Homo sapiens|DSM:15436|biological product [ENVO:02000043]
525245#Actinomyces coleocanis DSM 15436#strain#DSM 15436
525245#Actinomyces coleocanis DSM 15436#strain|culture_collection#DSM 15436|DSM:15436
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf108
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf112
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf111
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf105
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf110
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf114
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf113
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf117
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf119
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf120
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf124
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf122
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf125
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf129
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf118
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf121
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf127
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf130
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf132
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf136
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf133
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf137
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf138
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf143
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf135
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf145
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf142
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf141
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf144
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf148
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf152
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf154
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf153
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf155
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf159
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf156
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf160
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf147
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf161
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf162
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf169
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf163
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf174
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf172
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf176
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf150
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf180
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf177
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf183
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf182
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf184
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf185
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf192
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf186
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf193
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf191
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf197
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf190
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf195
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf200
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf203
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf202
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf201
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf199
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf206
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf212
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf213
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf207
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf214
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf204
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf217
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf216
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf220
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf221
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf219
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf222
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf218
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf225
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf224
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf208
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf227
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf231
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf223
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf236
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf233
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf240
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf241
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf234
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf228
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf243
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf242
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf248
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf249
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf246
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf239
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf252
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf254
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf258
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf263
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf255
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf266
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf247
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf259
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf265
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf271
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf267
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf270
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf274
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf277
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf272
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf269
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf280
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf283
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf284
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf282
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf281
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf287
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf288
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf290
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf289
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf292
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf293
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf278
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf295
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf291
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf299
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf298
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf286
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf305
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf312
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf308
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf294
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf328
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf323
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf331
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf332
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf319
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf333
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf338
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf345
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf303
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf329
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf374
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf341
1263102#Prevotella copri CAG:164#isolation_source|note#derived from human gut metagenome|scf347
537011#Prevotella copri DSM 18205#strain|host|culture_collection|isolation_source#DSM 18205|Homo sapiens|DSM:18205|biological product [ENVO:02000043]
537011#Prevotella copri DSM 18205#strain#DSM 18205
537011#Prevotella copri DSM 18205#strain|culture_collection#DSM 18205|DSM:18205
1122981#Prevotella corporis DSM 18810 = JCM 8529#strain|host|culture_collection|old_name#DSM 18810|Homo sapiens|DSM:18810|Prevotella corporis DSM 18810
1122981#Prevotella corporis DSM 18810 = JCM 8529#strain|culture_collection|old_name#DSM 18810|DSM:18810|Prevotella corporis DSM 18810
1122981#Prevotella corporis DSM 18810 = JCM 8529#old_name|strain|culture_collection#Prevotella corporis DSM 18810|DSM 18810|DSM:18810
908937#Prevotella dentalis DSM 3688#strain|host|culture_collection|old_name|isolation_source#DSM 3688|Homo sapiens|DSM:3688|Prevotella dentalis ATCC 49559|oral cavity
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00041
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00040
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00039
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00038
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00037
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00036
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00035
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00034
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00033
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00032
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00031
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00030
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00029
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00028
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00027
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00026
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00025
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00024
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00023
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00022
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00021
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00020
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00019
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00018
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00017
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00016
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00015
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00014
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00013
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00012
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00011
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00010
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00009
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00008
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00007
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00006
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00005
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00004
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00003
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00002
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00001
1236509#Prevotella dentasini JCM 15908#strain#JCM 15908
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00001
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00002
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00003
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00004
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00005
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00006
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00007
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00008
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00009
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00010
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00011
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00012
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00013
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00014
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00015
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00016
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00017
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00018
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00019
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00020
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00021
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00022
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00023
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00024
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00025
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00026
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00027
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00028
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00029
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00030
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00031
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00032
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00033
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00034
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00035
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00036
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00037
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00038
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00039
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00040
1236509#Prevotella dentasini JCM 15908#strain|note#JCM 15908|contig: JCM15908.contig00041
767031#Prevotella denticola F0289#strain|host|isolation_source#F0289|Homo sapiens|biological product [ENVO:02000043]
767031#Prevotella denticola F0289#strain#F0289
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00187
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00186
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00185
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00184
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00183
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00182
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00181
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00180
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00179
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00178
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00177
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00176
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00175
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00174
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00173
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00172
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00171
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00170
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00169
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00168
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00167
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00166
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00165
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00164
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00163
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00162
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00161
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00160
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00159
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00158
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00157
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00156
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00155
1235811#Prevotella disiens JCM 6334 = ATCC 29426#strain|note#JCM 6334|contig: JCM6334.contig00154
