genus	organism_name	Organism Name (Genus, Species)	# assembly_accession	refseq_category	taxid	version_status	assembly_level	release_type	genome_rep	seq_rel_date	ftp_path	Oral Taxon ID	HOMD Sequence ID	Culture Collection Entry Number	Sequencing Status	NCBI Genome Survey Sequence Accession ID	species_taxid	infraspecific_name	Assembly_Level_Score	Refseq_Category_Score	Sequencing_Status_Score	Organism
Streptococcus	Streptococcus orisratti DSM 15617	NA	GCA_000380105.1	representative genome	1123311	latest	Scaffold	Major	Full	2013/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/105/GCA_000380105.1_ASM38010v1	NA	NA	NA	NA	NA	114652	strain=DSM 15617	2	1	0	Streptococcus orisratti DSM 15617
Streptococcus	Streptococcus ovis DSM 16829	NA	GCA_000380125.1	representative genome	1123312	latest	Scaffold	Major	Full	2013/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/125/GCA_000380125.1_ASM38012v1	NA	NA	NA	NA	NA	82806	strain=DSM 16829	2	1	0	Streptococcus ovis DSM 16829
Streptococcus	Streptococcus pantholopis	NA	GCA_001642085.1	representative genome	1811193	latest	Complete Genome	Major	Full	2016/05/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/085/GCA_001642085.1_ASM164208v1	NA	NA	NA	NA	NA	1811193	strain=TA 26	4	1	0	Streptococcus pantholopis
Streptococcus	Streptococcus parasanguinis ATCC 15912	Streptococcus parasanguinis clade 721	GCA_000164675.2	representative genome	760570	latest	Complete Genome	Major	Full	2011/06/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/675/GCA_000164675.2_ASM16467v2	721	SEQF1919	ATCC 15912	Complete	CP002843	1318	strain=ATCC 15912	4	1	3	Streptococcus parasanguinis clade 721
Streptococcus	Streptococcus parauberis KCTC 11537	NA	GCA_000213825.1	representative genome	936154	latest	Complete Genome	Major	Full	2011/05/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/825/GCA_000213825.1_ASM21382v1	NA	NA	NA	NA	NA	1348	strain=KCTC 11537	4	1	0	Streptococcus parauberis KCTC 11537
Streptococcus	Streptococcus pasteurianus ATCC 43144	NA	GCA_000270165.1	na	981540	latest	Complete Genome	Major	Full	2011/05/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/165/GCA_000270165.1_ASM27016v1	NA	NA	NA	NA	NA	197614	strain=ATCC 43144	4	0	0	Streptococcus pasteurianus ATCC 43144
Streptococcus	Streptococcus penaeicida	NA	GCA_002887775.1	na	1765960	latest	Contig	Major	Full	2018/01/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/775/GCA_002887775.1_ASM288777v1	NA	NA	NA	NA	NA	1765960	strain=CAIM 1838	1	0	0	Streptococcus penaeicida
Streptococcus	Streptococcus peroris ATCC 700780	Streptococcus peroris	GCA_000187585.1	na	888746	latest	Scaffold	Major	Full	2011/02/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/585/GCA_000187585.1_ASM18758v1	728	SEQF2000	ATCC 700780	High Coverage	AEVF00000000	68891	strain=ATCC 700780	2	0	2	Streptococcus peroris
Streptococcus	Streptococcus phocae subsp. salmonis	NA	GCA_000772915.1	representative genome	1000562	latest	Contig	Major	Full	2014/11/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/915/GCA_000772915.1_ASM77291v1	NA	NA	NA	NA	NA	119224	strain=C-4	1	1	0	Streptococcus phocae subsp. salmonis
Streptococcus	Streptococcus pluranimalium	NA	GCA_002953735.1	na	82348	latest	Complete Genome	Major	Full	2018/02/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/953/735/GCA_002953735.1_ASM295373v1	NA	NA	NA	NA	NA	82348	strain=TH11417	4	0	0	Streptococcus pluranimalium
Streptococcus	Streptococcus plurextorum DSM 22810	NA	GCA_000423745.1	representative genome	1123314	latest	Scaffold	Major	Full	2013/07/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/745/GCA_000423745.1_ASM42374v1	NA	NA	NA	NA	NA	456876	strain=DSM 22810	2	1	0	Streptococcus plurextorum DSM 22810
Streptococcus	Streptococcus pneumoniae R6	Streptococcus pneumoniae	GCA_000007045.1	reference genome	171101	latest	Complete Genome	Major	Full	2002/11/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/045/GCA_000007045.1_ASM704v1	734	SEQF1346	R6	Complete	AE007317	1313	strain=R6	4	2	3	Streptococcus pneumoniae
Streptococcus	Streptococcus porci DSM 23759	NA	GCA_000423765.1	representative genome	1123315	latest	Scaffold	Major	Full	2013/07/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/765/GCA_000423765.1_ASM42376v1	NA	NA	NA	NA	NA	502567	strain=DSM 23759	2	1	0	Streptococcus porci DSM 23759
Streptococcus	Streptococcus porcinus	NA	GCA_900475415.1	na	1340	latest	Complete Genome	Major	Full	2018/06/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/415/GCA_900475415.1_42206_H01	NA	NA	NA	NA	NA	1340	strain=NCTC10999	4	0	0	Streptococcus porcinus
Streptococcus	Streptococcus pseudopneumoniae IS7493	NA	GCA_000221985.1	na	1054460	latest	Complete Genome	Major	Full	2011/07/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/985/GCA_000221985.1_ASM22198v1	NA	NA	NA	NA	NA	257758	strain=IS7493	4	0	0	Streptococcus pseudopneumoniae IS7493
Streptococcus	Streptococcus pseudoporcinus LQ 940-04	NA	GCA_000188035.3	representative genome	875093	latest	Contig	Major	Full	2011/11/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/035/GCA_000188035.3_ASM18803v3	NA	NA	NA	NA	NA	361101	strain=LQ 940-04	1	1	0	Streptococcus pseudoporcinus LQ 940-04
Streptococcus	Streptococcus pyogenes M1 GAS	Streptococcus pyogenes	GCA_000006785.2	reference genome	160490	latest	Complete Genome	Major	Full	2014/04/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/785/GCA_000006785.2_ASM678v2	745	SEQF1380	SF370 (serotype M1 GAS), ATCC 700294	Complete	AE004092	1314	strain=SF370	4	2	3	Streptococcus pyogenes
Streptococcus	Streptococcus ratti FA-1 = DSM 20564	NA	GCA_000286075.1	representative genome	699248	latest	Contig	Major	Full	2012/08/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/075/GCA_000286075.1_ASM28607v1	NA	NA	NA	NA	NA	1341	strain=FA-1	1	1	0	Streptococcus ratti FA-1 = DSM 20564
Streptococcus	Streptococcus respiraculi	NA	GCA_003595525.1	na	2021971	latest	Complete Genome	Major	Full	2017/08/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/595/525/GCA_003595525.1_ASM359552v1	NA	NA	NA	NA	NA	2021971	strain=HTS25	4	0	0	Streptococcus respiraculi
Streptococcus	Streptococcus ruminantium	NA	GCA_003609975.1	na	1917441	latest	Complete Genome	Major	Full	2018/04/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/609/975/GCA_003609975.1_ASM360997v1	NA	NA	NA	NA	NA	1917441	strain=GUT187T	4	0	0	Streptococcus ruminantium
Streptococcus	Streptococcus salivarius	Streptococcus salivarius	GCA_000785515.1	representative genome	1304	latest	Complete Genome	Major	Full	2014/11/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/785/515/GCA_000785515.1_ASM78551v1	755	SEQF2913	jf	Complete	CP014144.1	1304	strain=NCTC 8618	4	1	3	Streptococcus salivarius
Streptococcus	Streptococcus salivarius CAG:79	NA	GCA_000438135.1	na	1263109	latest	Scaffold	Major	Full	2013/07/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/438/135/GCA_000438135.1_MGS79	NA	NA	NA	NA	NA	1263109		2	0	0	Streptococcus salivarius CAG:79
Streptococcus	Streptococcus sanguinis SK36	NA	GCA_000014205.1	reference genome	388919	latest	Complete Genome	Major	Full	2007/02/09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/205/GCA_000014205.1_ASM1420v1	NA	NA	NA	NA	NA	1305	strain=SK36	4	2	0	Streptococcus sanguinis SK36
Streptococcus	Streptococcus sinensis	Streptococcus sinensis	GCA_000767835.1	na	176090	latest	Contig	Major	Full	2014/10/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/835/GCA_000767835.1_ASM76783v1	767	SEQF2766	HKU4	High Coverage	JPEN01000000	176090	strain=HKU4	1	0	2	Streptococcus sinensis
Streptococcus	Streptococcus sobrinus DSM 20742 = ATCC 33478	Streptococcus sobrinus	GCA_000686605.1	representative genome	1123317	latest	Scaffold	Major	Full	2014/05/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/605/GCA_000686605.1_ASM68660v1	768	SEQF2517	DSM 20742	High Coverage	AOCE00000000	1310	strain=DSM 20742	2	1	2	Streptococcus sobrinus
Streptococcus	Streptococcus sp.	NA	GCA_003507135.1	na	1306	latest	Scaffold	Major	Full	2018/09/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/507/135/GCA_003507135.1_ASM350713v1	NA	NA	NA	NA	NA	1306		2	0	0	Streptococcus sp.
Streptococcus	Streptococcus sp. 'caviae'	NA	GCA_001937065.1	na	1915004	latest	Scaffold	Major	Full	2017/01/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/937/065/GCA_001937065.1_ASM193706v1	NA	NA	NA	NA	NA	1915004	strain=Cavy grass 6	2	0	0	Streptococcus sp. 'caviae'
Streptococcus	Streptococcus sp. 'group B'	NA	GCA_002073795.2	na	1319	latest	Complete Genome	Major	Full	2018/02/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/795/GCA_002073795.2_ASM207379v2	NA	NA	NA	NA	NA	1319	strain=FDAARGOS_229	4	0	0	Streptococcus sp. 'group B'
Streptococcus	Streptococcus sp. 1004_SSPC	NA	GCA_001069025.1	na	1579350	latest	Contig	Major	Full	2015/07/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/025/GCA_001069025.1_ASM106902v1	NA	NA	NA	NA	NA	1579350	strain=1004_SSPC	1	0	0	Streptococcus sp. 1004_SSPC
Streptococcus	Streptococcus sp. 1171_SSPC	NA	GCA_001069335.1	na	1579348	latest	Scaffold	Major	Full	2015/07/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/335/GCA_001069335.1_ASM106933v1	NA	NA	NA	NA	NA	1579348	strain=1171_SSPC	2	0	0	Streptococcus sp. 1171_SSPC
Streptococcus	Streptococcus sp. 2_1_36FAA	NA	GCA_000161955.2	na	469609	latest	Scaffold	Major	Full	2013/09/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/161/955/GCA_000161955.2_Strept_sp_2_1_36FAA_V2	NA	NA	NA	NA	NA	469609	strain=2_1_36FAA	2	0	0	Streptococcus sp. 2_1_36FAA
Streptococcus	Streptococcus sp. 263_SSPC	NA	GCA_001071995.1	na	1579343	latest	Scaffold	Major	Full	2015/07/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/995/GCA_001071995.1_ASM107199v1	NA	NA	NA	NA	NA	1579343	strain=263_SSPC	2	0	0	Streptococcus sp. 263_SSPC
Streptococcus	Streptococcus sp. 28462	NA	GCA_003686955.1	na	2282420	latest	Contig	Major	Full	2018/10/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/686/955/GCA_003686955.1_ASM368695v1	NA	NA	NA	NA	NA	2282420	strain=28462	1	0	0	Streptococcus sp. 28462
Streptococcus	Streptococcus sp. 343_SSPC	NA	GCA_001072385.1	na	1579342	latest	Contig	Major	Full	2015/07/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/385/GCA_001072385.1_ASM107238v1	NA	NA	NA	NA	NA	1579342	strain=343_SSPC	1	0	0	Streptococcus sp. 343_SSPC
Streptococcus	Streptococcus sp. 400_SSPC	NA	GCA_001072745.1	na	1579341	latest	Scaffold	Major	Full	2015/07/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/745/GCA_001072745.1_ASM107274v1	NA	NA	NA	NA	NA	1579341	strain=400_SSPC	2	0	0	Streptococcus sp. 400_SSPC
Streptococcus	Streptococcus sp. 449_SSPC	NA	GCA_001073005.1	na	1579339	latest	Scaffold	Major	Full	2015/07/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/005/GCA_001073005.1_ASM107300v1	NA	NA	NA	NA	NA	1579339	strain=449_SSPC	2	0	0	Streptococcus sp. 449_SSPC
Streptococcus	Streptococcus sp. 45	NA	GCA_900108865.1	na	1855326	latest	Contig	Major	Full	2016/10/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/865/GCA_900108865.1_IMG-taxon_2654588198_annotated_assembly	NA	NA	NA	NA	NA	1855326	strain=45	1	0	0	Streptococcus sp. 45
Streptococcus	Streptococcus sp. 596553	NA	GCA_900411395.1	na	2250596	latest	Scaffold	Major	Full	2018/05/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/411/395/GCA_900411395.1_596553	NA	NA	NA	NA	NA	2250596		2	0	0	Streptococcus sp. 596553
Streptococcus	Streptococcus sp. A12	NA	GCA_001587175.1	na	1759399	latest	Complete Genome	Major	Full	2016/03/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/175/GCA_001587175.1_ASM158717v1	NA	NA	NA	NA	NA	1759399	strain=A12	4	0	0	Streptococcus sp. A12
Streptococcus	Streptococcus sp. AC15	NA	GCA_000565055.1	na	936575	latest	Contig	Major	Full	2014/02/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/565/055/GCA_000565055.1_SspAC15v1.0	NA	NA	NA	NA	NA	936575	strain=AC15	1	0	0	Streptococcus sp. AC15
Streptococcus	Streptococcus sp. ACC21	NA	GCA_000524375.1	na	1161413	latest	Contig	Major	Full	2014/01/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/524/375/GCA_000524375.1_SspACC21v1.0	NA	NA	NA	NA	NA	1161413	strain=ACC21	1	0	0	Streptococcus sp. ACC21
Streptococcus	Streptococcus sp. ACS2	NA	GCA_000525585.1	na	936576	latest	Contig	Major	Full	2014/01/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/585/GCA_000525585.1_SspACS2v1.0	NA	NA	NA	NA	NA	936576	strain=ACS2	1	0	0	Streptococcus sp. ACS2
Streptococcus	Streptococcus sp. AM28-20	NA	GCA_003603595.1	na	2293246	latest	Scaffold	Major	Full	2018/10/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/603/595/GCA_003603595.1_ASM360359v1	NA	NA	NA	NA	NA	2293246	strain=AM28-20	2	0	0	Streptococcus sp. AM28-20
Streptococcus	Streptococcus sp. AM43-2AT	NA	GCA_003603405.1	na	2293247	latest	Scaffold	Major	Full	2018/10/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/603/405/GCA_003603405.1_ASM360340v1	NA	NA	NA	NA	NA	2293247	strain=AM43-2AT	2	0	0	Streptococcus sp. AM43-2AT
Streptococcus	Streptococcus sp. AS14	NA	GCA_000286495.1	na	936577	latest	Contig	Major	Full	2012/08/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/495/GCA_000286495.1_SspAS14v1.0	NA	NA	NA	NA	NA	936577	strain=AS14	1	0	0	Streptococcus sp. AS14
Streptococcus	Streptococcus sp. AS20	NA	GCA_000524255.1	na	936578	latest	Contig	Major	Full	2014/01/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/524/255/GCA_000524255.1_SspAS20v1.0	NA	NA	NA	NA	NA	936578	strain=AS20	1	0	0	Streptococcus sp. AS20
Streptococcus	Streptococcus sp. BS21	NA	GCA_000524275.1	na	1161414	latest	Contig	Major	Full	2014/01/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/524/275/GCA_000524275.1_SspBS21v1.0	NA	NA	NA	NA	NA	1161414	strain=BS21	1	0	0	Streptococcus sp. BS21
Streptococcus	Streptococcus sp. BS29a	NA	GCA_000517765.1	na	1161415	latest	Contig	Major	Full	2014/01/13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/765/GCA_000517765.1_SspBS29av1.0	NA	NA	NA	NA	NA	1161415	strain=BS29a	1	0	0	Streptococcus sp. BS29a
Streptococcus	Streptococcus sp. BS35b	NA	GCA_000286475.1	na	1105032	latest	Contig	Major	Full	2012/08/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/475/GCA_000286475.1_SspBS35bv1.0	NA	NA	NA	NA	NA	1105032	strain=BS35b	1	0	0	Streptococcus sp. BS35b
Streptococcus	Streptococcus sp. C150	NA	GCA_000187445.1	na	435842	latest	Scaffold	Major	Full	2011/02/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/445/GCA_000187445.1_ASM18744v1	NA	NA	NA	NA	NA	435842	strain=C150	2	0	0	Streptococcus sp. C150
Streptococcus	Streptococcus sp. C300	NA	GCA_000187645.1	na	563036	latest	Scaffold	Major	Full	2011/02/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/645/GCA_000187645.1_ASM18764v1	NA	NA	NA	NA	NA	563036	strain=C300	2	0	0	Streptococcus sp. C300
Streptococcus	Streptococcus sp. CCH5-D3	NA	GCA_001556435.1	na	1768764	latest	Contig	Major	Full	2016/02/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/556/435/GCA_001556435.1_ASM155643v1	NA	NA	NA	NA	NA	1768764	strain=CCH5-D3	1	0	0	Streptococcus sp. CCH5-D3
Streptococcus	Streptococcus sp. CCH8-C6	NA	GCA_001557225.1	na	1768777	latest	Contig	Major	Full	2016/02/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/557/225/GCA_001557225.1_ASM155722v1	NA	NA	NA	NA	NA	1768777	strain=CCH8-C6	1	0	0	Streptococcus sp. CCH8-C6
Streptococcus	Streptococcus sp. CCH8-G7	NA	GCA_001556605.1	na	1768771	latest	Contig	Major	Full	2016/02/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/556/605/GCA_001556605.1_ASM155660v1	NA	NA	NA	NA	NA	1768771	strain=CCH8-G7	1	0	0	Streptococcus sp. CCH8-G7
Streptococcus	Streptococcus sp. CCH8-H5	NA	GCA_001556505.1	na	1768767	latest	Contig	Major	Full	2016/02/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/556/505/GCA_001556505.1_ASM155650v1	NA	NA	NA	NA	NA	1768767	strain=CCH8-H5	1	0	0	Streptococcus sp. CCH8-H5
Streptococcus	Streptococcus sp. CCUG 49591	NA	GCA_001650315.1	na	1860161	latest	Scaffold	Major	Full	2016/05/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/650/315/GCA_001650315.1_ASM165031v1	NA	NA	NA	NA	NA	1860161	strain=CCUG 49591	2	0	0	Streptococcus sp. CCUG 49591
Streptococcus	Streptococcus sp. ChDC B345	NA	GCA_003627155.1	na	1433513	latest	Complete Genome	Major	Full	2018/10/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/627/155/GCA_003627155.1_ASM362715v1	NA	NA	NA	NA	NA	1433513	strain=ChDC B345	4	0	0	Streptococcus sp. ChDC B345
Streptococcus	Streptococcus sp. ChDC B353	NA	GCA_003626515.1	na	1433516	latest	Scaffold	Major	Full	2018/10/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/626/515/GCA_003626515.1_ASM362651v1	NA	NA	NA	NA	NA	1433516	strain=ChDC B353	2	0	0	Streptococcus sp. ChDC B353
Streptococcus	Streptococcus sp. CM6	NA	GCA_000526095.1	na	936580	latest	Contig	Major	Full	2014/01/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/095/GCA_000526095.1_SspCM6v1.0	NA	NA	NA	NA	NA	936580	strain=CM6	1	0	0	Streptococcus sp. CM6
Streptococcus	Streptococcus sp. CM7	NA	GCA_000526035.1	na	936581	latest	Contig	Major	Full	2014/01/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/035/GCA_000526035.1_SspCM7v1.0	NA	NA	NA	NA	NA	936581	strain=CM7	1	0	0	Streptococcus sp. CM7
Streptococcus	Streptococcus sp. DBCMS	NA	GCA_000831085.1	na	1604598	latest	Contig	Major	Full	2015/02/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/085/GCA_000831085.1_ASM83108v1	NA	NA	NA	NA	NA	1604598	strain=DBCMS	1	0	0	Streptococcus sp. DBCMS
Streptococcus	Streptococcus sp. DD04	NA	GCA_001578725.1	na	1776578	latest	Scaffold	Major	Full	2016/03/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/725/GCA_001578725.1_ASM157872v1	NA	NA	NA	NA	NA	1776578	strain=DD04	2	0	0	Streptococcus sp. DD04
Streptococcus	Streptococcus sp. DD10	NA	GCA_001578805.1	na	1777878	latest	Scaffold	Major	Full	2016/03/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/805/GCA_001578805.1_ASM157880v1	NA	NA	NA	NA	NA	1777878	strain=DD10	2	0	0	Streptococcus sp. DD10
Streptococcus	Streptococcus sp. DD11	NA	GCA_001578865.1	na	1777879	latest	Scaffold	Major	Full	2016/03/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/865/GCA_001578865.1_ASM157886v1	NA	NA	NA	NA	NA	1777879	strain=DD11	2	0	0	Streptococcus sp. DD11
Streptococcus	Streptococcus sp. DD12	NA	GCA_001578885.1	na	1777880	latest	Scaffold	Major	Full	2016/03/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/885/GCA_001578885.1_ASM157888v1	NA	NA	NA	NA	NA	1777880	strain=DD12	2	0	0	Streptococcus sp. DD12
Streptococcus	Streptococcus sp. DD13	NA	GCA_001578875.1	na	1777881	latest	Scaffold	Major	Full	2016/03/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/875/GCA_001578875.1_ASM157887v1	NA	NA	NA	NA	NA	1777881	strain=DD13	2	0	0	Streptococcus sp. DD13
Streptococcus	Streptococcus sp. DORA_10	NA	GCA_000508605.1	na	1403937	latest	Scaffold	Major	Full	2013/12/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/605/GCA_000508605.1_Strp_DORA_10_velvet_1.1	NA	NA	NA	NA	NA	1403937		2	0	0	Streptococcus sp. DORA_10
Streptococcus	Streptococcus sp. FDAARGOS_146	NA	GCA_001471735.2	na	1702171	latest	Contig	Major	Full	2018/01/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/735/GCA_001471735.2_ASM147173v2	NA	NA	NA	NA	NA	1702171	strain=FDAARGOS_146	1	0	0	Streptococcus sp. FDAARGOS_146
Streptococcus	Streptococcus sp. FDAARGOS_192	NA	GCA_002073815.2	na	1839799	latest	Complete Genome	Major	Full	2018/03/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/815/GCA_002073815.2_ASM207381v2	NA	NA	NA	NA	NA	1839799	strain=FDAARGOS_192	4	0	0	Streptococcus sp. FDAARGOS_192
Streptococcus	Streptococcus sp. FDAARGOS_256	NA	GCA_002289235.2	na	1975706	latest	Contig	Major	Full	2018/01/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/289/235/GCA_002289235.2_ASM228923v2	NA	NA	NA	NA	NA	1975706	strain=FDAARGOS_256	1	0	0	Streptococcus sp. FDAARGOS_256
Streptococcus	Streptococcus sp. FDAARGOS_520	NA	GCA_003812685.1	na	2420308	latest	Complete Genome	Major	Full	2018/11/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/685/GCA_003812685.1_ASM381268v1	NA	NA	NA	NA	NA	2420308	strain=FDAARGOS_520	4	0	0	Streptococcus sp. FDAARGOS_520
Streptococcus	Streptococcus sp. FDAARGOS_521	NA	GCA_003812465.1	na	2420309	latest	Complete Genome	Major	Full	2018/11/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/465/GCA_003812465.1_ASM381246v1	NA	NA	NA	NA	NA	2420309	strain=FDAARGOS_521	4	0	0	Streptococcus sp. FDAARGOS_521
Streptococcus	Streptococcus sp. FDAARGOS_522	NA	GCA_003812445.1	na	2420310	latest	Complete Genome	Major	Full	2018/11/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/445/GCA_003812445.1_ASM381244v1	NA	NA	NA	NA	NA	2420310	strain=FDAARGOS_522	4	0	0	Streptococcus sp. FDAARGOS_522
Streptococcus	Streptococcus sp. GMD1S	NA	GCA_000296875.1	na	1169670	latest	Contig	Major	Full	2012/09/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/875/GCA_000296875.1_ASM29687v1	NA	NA	NA	NA	NA	1169670	strain=GMD1S	1	0	0	Streptococcus sp. GMD1S
Streptococcus	Streptococcus sp. GMD2S	NA	GCA_000296995.1	na	1169671	latest	Contig	Major	Full	2012/09/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/995/GCA_000296995.1_ASM29699v1	NA	NA	NA	NA	NA	1169671	strain=GMD2S	1	0	0	Streptococcus sp. GMD2S
Streptococcus	Streptococcus sp. GMD3S	NA	GCA_000298695.2	na	1169672	latest	Contig	Major	Full	2013/02/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/695/GCA_000298695.2_ASM29869v2	NA	NA	NA	NA	NA	1169672	strain=GMD3S	1	0	0	Streptococcus sp. GMD3S
Streptococcus	Streptococcus sp. GMD4S	NA	GCA_000296955.1	na	1169673	latest	Contig	Major	Full	2012/09/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/955/GCA_000296955.1_ASM29695v1	NA	NA	NA	NA	NA	1169673	strain=GMD4S	1	0	0	Streptococcus sp. GMD4S
Streptococcus	Streptococcus sp. GMD5S	NA	GCA_000298715.2	na	1169674	latest	Contig	Major	Full	2013/01/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/715/GCA_000298715.2_ASM29871v2	NA	NA	NA	NA	NA	1169674	strain=GMD5S	1	0	0	Streptococcus sp. GMD5S
Streptococcus	Streptococcus sp. GMD6S	NA	GCA_000297015.1	na	1169675	latest	Contig	Major	Full	2012/09/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/015/GCA_000297015.1_ASM29701v1	NA	NA	NA	NA	NA	1169675	strain=GMD6S	1	0	0	Streptococcus sp. GMD6S
Streptococcus	Streptococcus sp. oral taxon 056 str. F0418	Streptococcus sp. HMT 056	GCA_000220065.2	na	904294	latest	Contig	Major	Full	2011/07/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/065/GCA_000220065.2_ASM22006v1	56	SEQF1847	F0418	High Coverage	AFQU00000000	712620	strain=F0418	1	0	2	Streptococcus sp. HMT 056
