"sample_number"	"sample_name"	"number_reads_after_clipmerge_prior_mapping"	"number_reads_mapped_prior_rmdup"	"number_reads_mapped_prior_rmdup_qf"	"number_duplicates_removed"	"number_reads_mapped_after_rmdup"	"percent_endogenous_dna"	"percent_endogenous_dna_qf"	"cluster_factor"	"mean_fold_coverage"	"std_dev_coverage"	"percent_coverage_morethan_1x"	"percent_coverage_morethan_2x"	"percent_coverage_morethan_3x"	"percent_coverage_morethan_4x"	"percent_coverage_morethan_5x"	"frequency_damage_1st_base_3prime"	"frequency_damage_2nd_base_3prime"	"frequency_damage_1st_base_5prime"	"frequency_damage_2nd_base_5prime"	"average_fragment_length"	"median_fragment_length"	"percent_gc_content"	"species"	"mapping_params"
"Sample 25/107"	"EMN001.A0101"	12579489	8720	3681	129	3552	0.069	0.029	1.036	0.0786	0.3087	6.87	0.85	0.11	0.02	0	0.2056	0.1429	0.2328	0.1597	48.09	42	29.23	"Fusobacterium_nucleatum"	"strict"
"Sample 31/107"	"FDM001.A0101"	4889751	12814	4095	152	3943	0.262	0.084	1.039	0.0783	0.6506	3.16	1.48	0.91	0.62	0.44	0.0717	0.057	0.0598	0.0454	43.65	40	44.61	"Streptococcos_gordonii"	"relaxed"
"Sample 12/107"	"CDC010.A0101"	15031925	13216	5334	148	5186	0.088	0.035	1.029	0.0781	0.3114	6.75	0.89	0.14	0.02	0	0.0583	0.056	0.0717	0.0512	41.28	37	49.66	"Treponema_socranskii"	"strict"
"Sample 30/107"	"ESA008.A0101"	9119930	5975	3100	73	3027	0.066	0.034	1.024	0.0779	0.2866	7.39	0.36	0.02	0	0	0.1217	0.1094	0.1245	0.1095	55.96	52	28.12	"Fusobacterium_nucleatum"	"relaxed"
"Sample 79/107"	"MTM013.A0101"	7105486	20703	3820	253	3567	0.291	0.054	1.071	0.0778	0.9289	2.12	1.05	0.75	0.57	0.45	0.0227	0.0421	0.0322	0.0328	47.85	44	48.32	"Streptococcos_gordonii"	"relaxed"
"Sample 41/107"	"GOY006.A0101"	3799236	7006	4300	81	4219	0.184	0.113	1.019	0.0775	0.2893	7.19	0.52	0.04	0	0	0.2368	0.1967	0.2132	0.1678	44.36	42	42.33	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 87/107"	"OAK005.A0101"	16940328	9534	3378	69	3309	0.056	0.02	1.021	0.0775	0.3373	6.18	1.17	0.29	0.08	0.02	0.1135	0.0647	0.1189	0.0704	51.48	44	43.62	"Streptococcos_gordonii"	"strict"
"Sample 79/107"	"MTM013.A0101"	7105486	10894	5833	329	5504	0.153	0.082	1.06	0.0773	0.2916	7.14	0.54	0.05	0.01	0	0.0142	0.0193	0.0168	0.0202	48.47	44	66.42	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 36/107"	"GDC004.A0101"	12302652	13921	6479	151	6328	0.113	0.053	1.024	0.0769	0.2992	6.88	0.71	0.08	0.02	0	0.0252	0.0281	0.0314	0.0235	41.9	38	65.28	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 76/107"	"MTM010.A0101"	9123626	6685	4399	1281	3118	0.073	0.048	1.411	0.0768	3.8726	0.23	0.14	0.11	0.1	0.1	0.0423	0.0653	0.0275	0.0497	46.2	43	56.7	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 34/107"	"FUM003.A0101"	15708618	18669	8209	1733	6476	0.119	0.052	1.268	0.0763	0.2991	6.91	0.59	0.08	0.02	0.01	0.1713	0.0782	0.183	0.084	40.66	36	65.3	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 72/107"	"MTM005.A0101"	3434086	8224	4060	355	3705	0.239	0.118	1.096	0.0758	0.4221	5.38	1.39	0.38	0.12	0.05	0.0323	0.0445	0.0408	0.0449	51.25	47	57.48	"Rothia_dentocariosa"	"relaxed"
"Sample 6/107"	"BSQ001.A0101"	10866912	8115	3910	97	3813	0.075	0.036	1.025	0.0752	0.3095	6.52	0.78	0.17	0.04	0.01	0.1763	0.0753	0.1881	0.0869	43.34	39	41.32	"Streptococcos_gordonii"	"strict"
"Sample 10/107"	"CDC008.A0101"	15094966	10733	4259	127	4132	0.071	0.028	1.031	0.0747	0.3369	5.93	1.18	0.24	0.05	0.02	0.0485	0.0704	0.0545	0.0491	45.29	42	54.95	"Rothia_dentocariosa"	"relaxed"
"Sample 78/107"	"MTM012.A0101"	10623025	4792	3305	668	2637	0.045	0.031	1.253	0.0745	3.5428	0.68	0.12	0.11	0.09	0.09	0.0519	0.0601	0.0261	0.0489	53.02	50	55.94	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 106/107"	"WAL001.A0101"	14881423	8048	3694	89	3605	0.054	0.025	1.025	0.0744	0.2863	6.92	0.45	0.04	0.01	0	0.0492	0.0433	0.0504	0.0568	49.8	44	43.13	"Aggregatibacter_aphrophilus"	"strict"
"Sample 27/107"	"ESA004.A0101"	7824141	7491	3243	71	3172	0.096	0.041	1.022	0.0738	0.292	6.67	0.62	0.08	0.01	0.01	0.0549	0.0492	0.0503	0.0523	51.12	45	41.85	"Streptococcos_gordonii"	"strict"
"Sample 88/107"	"OME002.A0101"	13994463	15845	3861	121	3740	0.113	0.028	1.032	0.073	0.8839	2.05	1.04	0.71	0.54	0.45	0.0803	0.0584	0.0717	0.053	48.91	44	54.26	"Rothia_dentocariosa"	"relaxed"
"Sample 92/107"	"OME009.A0101"	7422246	12472	2635	105	2530	0.168	0.036	1.042	0.0718	1.1294	1	0.69	0.56	0.48	0.42	0.0363	0.0436	0.0397	0.0459	62.3	61	42.57	"Streptococcos_gordonii"	"strict"
"Sample 29/107"	"ESA007.A0101"	9903431	7481	2889	56	2833	0.076	0.029	1.02	0.0712	0.3915	5	1.27	0.48	0.18	0.08	0.0154	0.0336	0.0226	0.0309	55.23	51	43.85	"Streptococcos_gordonii"	"strict"
"Sample 92/107"	"OME009.A0101"	7422246	11022	4321	122	4199	0.148	0.058	1.029	0.0704	0.6604	2.59	1.31	0.82	0.58	0.42	0.0272	0.0253	0.0298	0.0317	57.85	55	64.3	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 10/107"	"CDC008.A0101"	15094966	11226	4834	158	4676	0.074	0.032	1.034	0.07	0.2862	6.25	0.66	0.08	0.01	0	0.0541	0.041	0.0602	0.0404	41.03	37	49.1	"Treponema_socranskii"	"strict"
"Sample 63/107"	"LIS002.A0101"	11561710	8540	3222	79	3143	0.074	0.028	1.025	0.0697	0.2764	6.5	0.42	0.03	0.01	0.01	0.1187	0.1192	0.1206	0.1174	48.74	45	40.73	"Streptococcos_gordonii"	"relaxed"
"Sample 83/107"	"OAK001.A0101"	11211671	14080	7425	1967	5458	0.126	0.066	1.36	0.069	0.3043	5.79	0.88	0.18	0.04	0.01	0.2597	0.126	0.2457	0.113	34.67	33	43.28	"Treponema_socranskii"	"strict"
"Sample 92/107"	"OME009.A0101"	7422246	8870	2707	69	2638	0.12	0.036	1.026	0.0689	0.5685	3.14	1.11	0.76	0.54	0.38	0.0288	0.0183	0.0365	0.0261	63.08	61	43.01	"Aggregatibacter_aphrophilus"	"strict"
"Sample 69/107"	"MTM002.A0101"	3065269	10105	4143	338	3805	0.33	0.135	1.089	0.0689	0.3927	4.21	1.57	0.68	0.27	0.11	0.0226	0.0133	0.0261	0.027	45.4	40	56.83	"Rothia_dentocariosa"	"strict"
"Sample 36/107"	"GDC004.A0101"	12302652	5294	3721	723	2998	0.043	0.03	1.241	0.0688	3.0199	0.36	0.13	0.11	0.1	0.09	0.0458	0.0643	0.0372	0.0573	43.06	40	54.88	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 9/107"	"CDC007.A0101"	15878673	20739	6573	267	6306	0.131	0.041	1.042	0.0688	0.6693	3.07	1.02	0.62	0.42	0.32	0.0421	0.0256	0.0374	0.0259	37.66	35	65.46	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 1/107"	"ABM006.A0101"	8057367	11107	4185	133	4052	0.138	0.052	1.033	0.0687	0.3333	5.24	1.17	0.32	0.08	0.03	0.0585	0.0427	0.0491	0.0434	40.91	38	45.87	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 90/107"	"OME005.A0101"	9470819	6549	2354	52	2302	0.069	0.025	1.023	0.0687	0.3367	5.32	1.01	0.31	0.14	0.06	0.0359	0.0306	0.0323	0.0347	64.93	63	29.41	"Fusobacterium_nucleatum"	"strict"
"Sample 105/107"	"VLD001.A0101"	9040714	14395	6782	1098	5684	0.159	0.075	1.193	0.0686	0.2963	6.12	0.55	0.1	0.04	0.02	0.1424	0.0562	0.1511	0.0632	41.66	37	64.96	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 81/107"	"MTS002.A0101"	6562562	13370	2672	142	2530	0.204	0.041	1.056	0.0685	0.6888	2.23	1.12	0.78	0.57	0.45	0.0317	0.0266	0.0243	0.0416	59.44	56	46.2	"Streptococcos_gordonii"	"relaxed"
"Sample 35/107"	"GDC002.A0101"	11300654	8401	3588	121	3467	0.074	0.032	1.035	0.0683	0.3115	6.09	0.57	0.07	0.01	0.01	0.1444	0.1024	0.1302	0.098	42.84	40	29.99	"Fusobacterium_nucleatum"	"relaxed"
"Sample 31/107"	"FDM001.A0101"	4889751	12323	3971	91	3880	0.252	0.081	1.023	0.0678	0.3786	4.42	1.39	0.56	0.24	0.1	0.0487	0.0273	0.0442	0.0243	42.19	38	42.48	"Aggregatibacter_aphrophilus"	"strict"
"Sample 15/107"	"DJA006.A0101"	13754707	11356	4764	114	4650	0.083	0.035	1.025	0.0677	0.2861	5.96	0.7	0.09	0.02	0	0.0378	0.0346	0.046	0.0399	39.9	36	51.55	"Treponema_socranskii"	"strict"
"Sample 107/107"	"ZAF001.A0101"	8749845	7804	4463	1874	2589	0.089	0.051	1.724	0.0673	0.2803	6.02	0.63	0.07	0	0	0.0968	0.0657	0.0705	0.0572	57.1	49	42.45	"Streptococcos_gordonii"	"relaxed"
"Sample 16/107"	"DJA007.A0101"	17395667	11517	4353	113	4240	0.066	0.025	1.027	0.0672	0.2852	5.92	0.7	0.09	0.01	0	0.0434	0.0421	0.047	0.0484	43.49	39	51.16	"Treponema_socranskii"	"strict"
"Sample 74/107"	"MTM008.A0101"	5164298	13068	3308	291	3017	0.253	0.064	1.096	0.0668	0.5062	3.18	1.32	0.78	0.48	0.31	0.0168	0.024	0.0258	0.0242	53.48	49	46.87	"Aggregatibacter_aphrophilus"	"strict"
"Sample 95/107"	"PYK002.A0101"	17218978	9478	3075	63	3012	0.055	0.018	1.021	0.0664	0.3074	5.36	1	0.21	0.04	0.01	0.0458	0.0283	0.0681	0.0371	48.39	43	44.01	"Streptococcos_gordonii"	"strict"
"Sample 27/107"	"ESA004.A0101"	7824141	7767	4211	90	4121	0.099	0.054	1.022	0.0664	0.2655	6.24	0.37	0.03	0	0	0.0508	0.0381	0.0586	0.0418	44.17	40	49.48	"Treponema_socranskii"	"strict"
"Sample 103/107"	"TAF017.A0101"	19456044	8390	5310	2323	2987	0.043	0.027	1.778	0.0662	0.8767	2.46	1.54	0.46	0.39	0.29	0.3266	0.114	0.2908	0.0963	41.58	37	56.48	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 59/107"	"KNP006.A0102"	11159677	9623	4066	99	3967	0.086	0.036	1.025	0.0658	0.2846	5.83	0.64	0.08	0.01	0	0.0441	0.032	0.0492	0.0441	57.2	53	65.07	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 20/107"	"EBO009.A0101"	3668406	10633	5611	138	5473	0.29	0.153	1.025	0.0653	0.2717	6.01	0.43	0.06	0.02	0.01	0.0367	0.023	0.0356	0.0271	41.14	37	66.03	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 77/107"	"MTM011.A0101"	4775010	9858	2983	144	2839	0.206	0.062	1.051	0.0652	0.4872	3.21	1.29	0.72	0.45	0.3	0.0235	0.0103	0.0167	0.0147	55.44	53	46.03	"Aggregatibacter_aphrophilus"	"strict"
"Sample 77/107"	"MTM011.A0101"	4775010	6986	4596	204	4392	0.146	0.096	1.046	0.0648	0.2627	6.09	0.37	0.02	0	0	0.0203	0.0177	0.0206	0.0201	50.92	46	66.91	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 85/107"	"OAK003.A0101"	17189509	8992	2506	36	2470	0.052	0.015	1.015	0.0642	0.3097	5.04	1.06	0.24	0.06	0.01	0.1012	0.0573	0.0863	0.06	57.06	52	43.62	"Streptococcos_gordonii"	"strict"
"Sample 85/107"	"OAK003.A0101"	17189509	6921	3162	68	3094	0.04	0.018	1.022	0.0641	0.2575	6.11	0.28	0.01	0	0	0.2716	0.1784	0.2946	0.2071	45.02	41	27.17	"Fusobacterium_nucleatum"	"strict"
"Sample 105/107"	"VLD001.A0101"	9040714	8786	3518	719	2799	0.097	0.039	1.257	0.064	0.313	5.03	1	0.26	0.08	0.02	0.1479	0.1015	0.1481	0.085	50.26	46	44.5	"Streptococcos_gordonii"	"relaxed"
"Sample 106/107"	"WAL001.A0101"	14881423	11900	3999	107	3892	0.08	0.027	1.027	0.064	0.3502	4.38	1.3	0.45	0.16	0.06	0.0286	0.0281	0.0275	0.0316	41.18	37	56.26	"Rothia_dentocariosa"	"strict"
"Sample 101/107"	"TAF008.B0101"	11524885	9430	4918	707	4211	0.082	0.043	1.168	0.0639	0.2624	6	0.36	0.02	0.01	0	0.2526	0.1104	0.2797	0.1213	41.64	38	47.88	"Treponema_socranskii"	"strict"
"Sample 93/107"	"PES001.B0101"	11872279	7699	3563	364	3199	0.065	0.03	1.114	0.0638	0.2689	5.84	0.48	0.04	0.01	0	0.4052	0.2177	0.3461	0.2246	48.17	45	43.56	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 17/107"	"EBO001.A0101"	15767290	6196	3381	505	2876	0.039	0.021	1.176	0.0638	1.5241	3.57	0.22	0.09	0.07	0.07	0.077	0.0476	0.0965	0.0509	41.61	37	58.49	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 67/107"	"MTK001.A0101"	8268804	10034	4301	208	4093	0.121	0.052	1.051	0.0638	0.311	5.74	0.41	0.07	0.03	0.02	0.0233	0.0163	0.016	0.0202	53.81	52	66.21	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 71/107"	"MTM004.A0101"	4106490	10890	3616	340	3276	0.265	0.088	1.104	0.0636	0.4311	3.45	1.34	0.7	0.4	0.22	0.022	0.0139	0.0256	0.0199	46.9	41	45.55	"Aggregatibacter_aphrophilus"	"strict"
"Sample 92/107"	"OME009.A0101"	7422246	10463	2845	67	2778	0.141	0.038	1.024	0.0624	0.797	1.7	0.9	0.63	0.48	0.38	0.0495	0.042	0.0484	0.0365	56.29	52	55.27	"Rothia_dentocariosa"	"relaxed"
"Sample 87/107"	"OAK005.A0101"	16940328	7030	3349	69	3280	0.041	0.02	1.021	0.062	0.256	5.87	0.31	0.02	0	0	0.1956	0.1174	0.156	0.1322	45.63	41	41.93	"Aggregatibacter_aphrophilus"	"strict"
"Sample 37/107"	"GDC005.A0101"	9931068	7725	3208	151	3057	0.078	0.032	1.049	0.0614	0.2721	5.54	0.5	0.05	0.01	0.01	0.1091	0.0874	0.1081	0.0823	43.66	42	29.88	"Fusobacterium_nucleatum"	"relaxed"
"Sample 96/107"	"PYK003.A0101"	14732223	6132	2504	48	2456	0.042	0.017	1.02	0.0613	0.272	5.68	0.36	0.04	0.01	0.01	0.136	0.1284	0.1332	0.1194	54.24	49	28.55	"Fusobacterium_nucleatum"	"relaxed"
"Sample 63/107"	"LIS002.A0101"	11561710	5638	2705	63	2642	0.049	0.023	1.024	0.0613	0.2537	5.81	0.3	0.02	0	0	0.1263	0.076	0.0786	0.0898	50.45	46	27.41	"Fusobacterium_nucleatum"	"strict"
"Sample 27/107"	"ESA004.A0101"	7824141	5592	2612	73	2539	0.071	0.033	1.029	0.0611	0.2629	5.7	0.35	0.03	0.01	0.01	0.0969	0.107	0.1009	0.0774	52.36	48	29.05	"Fusobacterium_nucleatum"	"relaxed"
"Sample 33/107"	"FUM002.A0101"	17157534	8898	3817	248	3569	0.052	0.022	1.069	0.0609	0.2707	5.55	0.4	0.08	0.03	0.02	0.4536	0.2805	0.4267	0.2368	41.22	38	41.75	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 91/107"	"OME007.A0101"	11490181	7443	2323	61	2262	0.065	0.02	1.027	0.0607	0.3487	4.52	1.02	0.29	0.09	0.04	0.0321	0.0577	0.0369	0.0532	58.37	54	30.02	"Fusobacterium_nucleatum"	"relaxed"
"Sample 93/107"	"PES001.B0101"	11872279	6111	3488	328	3160	0.051	0.029	1.104	0.0607	0.2571	5.63	0.39	0.03	0	0	0.3501	0.1966	0.3047	0.1505	52.65	50	50.35	"Treponema_socranskii"	"relaxed"
"Sample 82/107"	"MTS003.A0101"	7532301	9268	3294	137	3157	0.123	0.044	1.043	0.0602	0.3721	3.69	1.35	0.57	0.24	0.09	0.0268	0.0263	0.0358	0.0244	47.76	43	56.35	"Rothia_dentocariosa"	"strict"
"Sample 5/107"	"BIT001.A0101"	23239961	4369	2564	218	2346	0.019	0.011	1.093	0.0594	2.4405	1.09	0.21	0.14	0.11	0.1	0.0567	0.0563	0.0534	0.0351	47.53	44	57.06	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 60/107"	"KNP007.A0102"	9160659	6784	3232	43	3189	0.074	0.035	1.013	0.0587	0.331	4.92	0.49	0.16	0.09	0.06	0.0863	0.0787	0.0934	0.0878	63.55	62	65.56	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 8/107"	"CDC006.A0101"	15120313	9098	3702	72	3630	0.06	0.024	1.02	0.0582	0.2614	5.24	0.52	0.06	0.01	0	0.0572	0.0508	0.0458	0.0225	44	39	50.23	"Treponema_socranskii"	"strict"
"Sample 83/107"	"OAK001.A0101"	11211671	7059	4248	1170	3078	0.063	0.038	1.38	0.058	0.394	4.9	0.47	0.08	0.04	0.03	0.2922	0.1051	0.3032	0.1073	35.33	34	53.65	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 89/107"	"OME003.A0101"	13956736	3936	2506	288	2218	0.028	0.018	1.13	0.0578	2.8569	0.33	0.18	0.12	0.1	0.09	0.0692	0.0571	0.0527	0.0806	48.9	45	54.75	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 59/107"	"KNP006.A0102"	11159677	5791	2225	39	2186	0.052	0.02	1.018	0.0578	0.2815	4.75	0.84	0.14	0.03	0.01	0.062	0.0511	0.0612	0.0801	57.46	55	27.65	"Fusobacterium_nucleatum"	"strict"
"Sample 76/107"	"MTM010.A0101"	9123626	31329	2849	168	2681	0.343	0.031	1.063	0.0574	0.9806	1.55	0.72	0.47	0.34	0.27	0.0289	0.0235	0.0135	0.0261	46.99	42	46.94	"Streptococcos_gordonii"	"strict"
"Sample 72/107"	"MTM005.A0101"	3434086	7788	4540	412	4128	0.227	0.132	1.1	0.0568	0.2624	5.14	0.39	0.09	0.03	0.01	0.0358	0.0434	0.0384	0.0385	47.44	43	66.65	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 43/107"	"IBA001.A0101"	12987664	9976	2295	61	2234	0.077	0.018	1.027	0.0565	0.4488	4.86	0.41	0.06	0.03	0.02	0.121	0.0841	0.108	0.0802	55.04	50	31.77	"Fusobacterium_nucleatum"	"relaxed"
"Sample 32/107"	"FUM001.A0101"	10808498	30061	11410	8963	2447	0.278	0.106	4.663	0.0561	0.3347	3.81	1.14	0.38	0.16	0.06	0.1454	0.0835	0.144	0.0619	50.39	45	44.89	"Streptococcos_gordonii"	"strict"
"Sample 91/107"	"OME007.A0101"	11490181	3686	2458	377	2081	0.032	0.021	1.181	0.0557	2.8657	0.18	0.11	0.09	0.08	0.08	0.073	0.0449	0.0516	0.0465	50.2	46	54.92	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 83/107"	"OAK001.A0101"	11211671	6232	4341	1216	3125	0.056	0.039	1.389	0.0556	0.2491	5.2	0.31	0.03	0.01	0	0.4646	0.3291	0.4442	0.3028	38.67	36	23.71	"Fusobacterium_nucleatum"	"relaxed"
"Sample 29/107"	"ESA007.A0101"	9903431	4023	2209	46	2163	0.041	0.022	1.021	0.0555	0.238	5.34	0.19	0.01	0	0	0.0882	0.0777	0.0692	0.0793	55.76	51	28.22	"Fusobacterium_nucleatum"	"strict"
"Sample 107/107"	"ZAF001.A0101"	8749845	6342	3612	1418	2194	0.072	0.041	1.646	0.0554	0.2751	4.86	0.46	0.1	0.05	0.03	0.0335	0.0196	0.0181	0.0273	63.29	60	55.47	"Rothia_dentocariosa"	"relaxed"
"Sample 8/107"	"CDC006.A0101"	15120313	7190	2509	59	2450	0.048	0.017	1.024	0.0552	0.2634	4.97	0.44	0.06	0.02	0.01	0.1365	0.0997	0.1227	0.0935	48.99	45	29.74	"Fusobacterium_nucleatum"	"relaxed"
"Sample 11/107"	"CDC009.A0101"	14286106	6867	3351	66	3285	0.048	0.023	1.02	0.0552	0.2482	5.1	0.38	0.03	0	0	0.0903	0.0716	0.0648	0.0744	46.1	43	49.47	"Treponema_socranskii"	"relaxed"
"Sample 75/107"	"MTM009.A0101"	2385491	7729	3176	241	2935	0.324	0.133	1.082	0.0547	0.291	4.24	0.91	0.23	0.06	0.02	0.0487	0.0377	0.0568	0.0358	44.98	42	48.18	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 10/107"	"CDC008.A0101"	15094966	6712	2739	113	2626	0.044	0.018	1.043	0.0547	0.2598	4.98	0.41	0.04	0.01	0.01	0.1429	0.1343	0.1493	0.1134	45.33	42	28.6	"Fusobacterium_nucleatum"	"relaxed"
"Sample 34/107"	"FUM003.A0101"	15708618	7272	2454	477	1977	0.046	0.016	1.241	0.0545	0.2748	4.9	0.38	0.06	0.03	0.02	0.0452	0.0141	0.0391	0.0262	69.03	75	56.13	"Rothia_dentocariosa"	"relaxed"
"Sample 41/107"	"GOY006.A0101"	3799236	7108	2664	55	2609	0.187	0.07	1.021	0.0543	0.2786	4.45	0.74	0.16	0.05	0.01	0.0939	0.0604	0.1066	0.0739	45.73	41	43.13	"Streptococcos_gordonii"	"strict"
"Sample 13/107"	"CDC011.A0101"	9141614	10212	4191	205	3986	0.112	0.046	1.051	0.0539	0.3437	4.16	0.56	0.24	0.14	0.09	0.0443	0.0471	0.0564	0.0355	46.67	44	66.22	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 73/107"	"MTM006.A0101"	7069851	10681	2962	239	2723	0.151	0.042	1.088	0.0539	0.3808	3.19	1.09	0.5	0.26	0.15	0.0283	0.029	0.0321	0.0252	47.79	42	47.25	"Aggregatibacter_aphrophilus"	"strict"
"Sample 74/107"	"MTM008.A0101"	5164298	8151	3920	320	3600	0.158	0.076	1.089	0.0538	0.2986	4.47	0.5	0.18	0.09	0.05	0.0313	0.0273	0.0388	0.0326	51.6	47	67.04	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 55/107"	"KNP001.A0102"	16260023	5709	2453	47	2406	0.035	0.015	1.02	0.0537	0.2673	4.52	0.7	0.12	0.02	0.01	0.0592	0.0253	0.0826	0.0574	61.21	59	48.07	"Treponema_socranskii"	"strict"
"Sample 18/107"	"EBO003.A0101"	20549945	9468	2963	229	2734	0.046	0.014	1.084	0.0535	0.2625	4.72	0.51	0.07	0.02	0.01	0.0776	0.0435	0.0596	0.0517	42.56	38	29.6	"Fusobacterium_nucleatum"	"strict"
"Sample 62/107"	"LIS001.A0101"	10615930	6383	2217	46	2171	0.06	0.021	1.021	0.0535	0.262	4.78	0.46	0.06	0.01	0.01	0.0497	0.0391	0.0553	0.0477	61.71	58	55.61	"Rothia_dentocariosa"	"strict"
"Sample 104/107"	"TAF018.A0101"	14681780	7617	3621	1001	2620	0.052	0.025	1.382	0.0534	0.2605	4.82	0.39	0.06	0.03	0.02	0.2508	0.138	0.2607	0.1103	49.23	44	43.58	"Aggregatibacter_aphrophilus"	"strict"
"Sample 88/107"	"OME002.A0101"	13994463	3834	2379	282	2097	0.027	0.017	1.134	0.0532	2.5921	0.32	0.16	0.12	0.1	0.09	0.0761	0.0883	0.0897	0.0597	47.61	44	54.91	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 23/107"	"ECO006.B0101"	10488914	8215	4911	227	4684	0.078	0.047	1.048	0.0532	0.2588	4.88	0.31	0.07	0.03	0.01	0.3779	0.1976	0.3759	0.1793	39.2	36	63.91	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 15/107"	"DJA006.A0101"	13754707	11445	4599	112	4487	0.083	0.033	1.025	0.0527	0.2774	4.67	0.42	0.07	0.03	0.02	0.0333	0.0185	0.0262	0.0303	40.49	36	66.44	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 30/107"	"ESA008.A0101"	9119930	3940	2097	50	2047	0.043	0.023	1.024	0.0526	0.2313	5.08	0.17	0.01	0	0	0.0871	0.0909	0.0927	0.0916	55.87	52	27.88	"Fusobacterium_nucleatum"	"strict"
"Sample 22/107"	"ECO004.B0101"	20400171	8328	3423	183	3240	0.041	0.017	1.056	0.0525	0.2387	4.99	0.21	0.02	0.01	0.01	0.4929	0.3142	0.4667	0.3242	39.13	36	39.58	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 84/107"	"OAK002.A0101"	14005970	4959	2507	221	2286	0.035	0.018	1.097	0.0525	1.1423	2.42	0.36	0.27	0.22	0.18	0.1438	0.084	0.1744	0.0824	43.07	38	58.09	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 1/107"	"ABM006.A0101"	8057367	7426	3435	104	3331	0.092	0.043	1.031	0.0525	0.2406	4.87	0.35	0.03	0	0	0.0447	0.034	0.0466	0.0352	43.22	39	50.95	"Treponema_socranskii"	"strict"
"Sample 65/107"	"LOB001.A0101"	8770905	10204	4334	212	4122	0.116	0.049	1.051	0.0521	0.2734	4.53	0.44	0.11	0.05	0.03	0.0155	0.0116	0.01	0.0122	43.6	40	66.87	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 53/107"	"JAE015.A0101"	57512281	15426	1836	55	1781	0.027	0.003	1.031	0.0519	0.4067	4.1	0.37	0.14	0.09	0.07	0.0438	0.0484	0.0583	0.0359	73.04	76	55.62	"Rothia_dentocariosa"	"relaxed"
"Sample 43/107"	"IBA001.A0101"	12987664	11924	2854	71	2783	0.092	0.022	1.026	0.0514	0.2888	4.02	0.74	0.24	0.08	0.03	0.0198	0.0208	0.0464	0.0378	44.58	38	45.58	"Aggregatibacter_aphrophilus"	"strict"
"Sample 77/107"	"MTM011.A0101"	4775010	2478	1878	144	1734	0.052	0.039	1.083	0.0508	1.2445	2.6	0.16	0.09	0.08	0.07	0.0274	0.049	0.0573	0.0407	54.95	51	58.26	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 106/107"	"WAL001.A0101"	14881423	3411	2341	248	2093	0.023	0.016	1.118	0.0508	2.1648	0.83	0.13	0.1	0.09	0.08	0.0482	0.0585	0.0522	0.0552	45.51	42	56.04	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 38/107"	"GDN001.A0101"	30835470	7878	3724	743	2981	0.026	0.012	1.249	0.0504	0.2333	4.74	0.28	0.02	0	0	0.3224	0.1441	0.3333	0.137	40.82	37	41.5	"Aggregatibacter_aphrophilus"	"strict"
"Sample 68/107"	"MTM001.A0101"	3486856	6861	2901	220	2681	0.197	0.083	1.082	0.0499	0.2888	4.01	0.67	0.16	0.05	0.03	0.0328	0.0438	0.0286	0.0324	46.66	43	57.04	"Rothia_dentocariosa"	"relaxed"
